PM2.5,PM10,SO2,NO2,CO,O3,Skor,year,month,day,Datetime
34.58,65.0,3.71,52.83,516.67,37.54,118.39,2014.0,9.0,27.0,2014-09-27
63.59,113.92,9.33,84.12,1054.17,15.08,223.37,2014.0,9.0,28.0,2014-09-28
55.75,88.12,2.96,53.46,800.0,24.96,170.88,2014.0,9.0,29.0,2014-09-29
26.88,62.58,8.21,43.5,575.0,15.67,121.97,2014.0,9.0,30.0,2014-09-30
73.67,104.83,7.62,63.58,879.17,2.38,188.54,2014.0,10.0,1.0,2014-10-01
61.38,61.38,7.25,55.21,879.17,10.46,179.14,2014.0,10.0,2.0,2014-10-02
99.92,111.38,6.79,65.75,1620.83,3.08,317.96,2014.0,10.0,3.0,2014-10-03
83.21,83.21,2.42,47.62,991.67,29.79,206.32,2014.0,10.0,4.0,2014-10-04
36.5,36.5,2.64,46.1,635.96,27.14,130.81,2014.0,10.0,5.0,2014-10-05
33.79,56.08,3.62,57.75,404.17,24.62,96.67,2014.0,10.0,6.0,2014-10-06
134.5,187.12,11.42,103.5,1145.83,18.54,266.82,2014.0,10.0,7.0,2014-10-07
284.29,288.08,10.04,128.92,1912.5,11.58,439.23,2014.0,10.0,8.0,2014-10-08
284.77,295.8,9.45,99.06,1825.61,32.79,424.58,2014.0,10.0,9.0,2014-10-09
213.61,230.15,19.42,74.91,1475.3,84.24,349.6,2014.0,10.0,10.0,2014-10-10
225.38,225.38,17.38,59.31,1262.95,81.9,312.05,2014.0,10.0,11.0,2014-10-11
7.75,7.75,17.38,59.31,1262.95,56.35,235.25,2014.0,10.0,12.0,2014-10-12
14.96,14.96,10.1,53.03,727.77,38.09,143.15,2014.0,10.0,13.0,2014-10-13
50.88,92.83,8.25,69.62,575.0,18.92,135.92,2014.0,10.0,14.0,2014-10-14
47.71,107.42,5.17,53.79,533.33,26.33,128.96,2014.0,10.0,15.0,2014-10-15
46.76,120.88,10.71,61.0,600.0,24.58,143.99,2014.0,10.0,16.0,2014-10-16
107.46,208.38,15.17,131.0,1320.83,11.67,299.08,2014.0,10.0,17.0,2014-10-17
184.04,284.29,19.75,165.12,2162.5,28.17,473.98,2014.0,10.0,18.0,2014-10-18
280.21,355.46,14.58,158.25,2670.83,21.75,583.51,2014.0,10.0,19.0,2014-10-19
212.92,212.92,7.12,90.58,1375.0,23.21,320.29,2014.0,10.0,20.0,2014-10-20
42.25,50.62,21.33,71.79,1308.33,9.96,250.71,2014.0,10.0,21.0,2014-10-21
88.46,179.21,13.96,97.33,1387.5,2.12,294.76,2014.0,10.0,22.0,2014-10-22
132.88,205.04,15.21,112.04,1529.17,6.04,333.4,2014.0,10.0,23.0,2014-10-23
243.0,289.29,12.67,126.5,2145.83,14.62,471.98,2014.0,10.0,24.0,2014-10-24
333.46,337.21,7.42,118.83,2416.67,27.04,540.1,2014.0,10.0,25.0,2014-10-25
83.21,83.21,2.96,51.12,833.33,28.88,180.45,2014.0,10.0,26.0,2014-10-26
27.79,50.21,9.04,59.82,683.33,16.29,141.08,2014.0,10.0,27.0,2014-10-27
64.09,127.92,12.79,76.79,962.5,9.71,208.97,2014.0,10.0,28.0,2014-10-28
117.67,180.83,13.21,113.08,1483.33,6.71,319.14,2014.0,10.0,29.0,2014-10-29
164.42,196.88,17.62,114.44,1745.83,11.5,375.12,2014.0,10.0,30.0,2014-10-30
160.83,163.54,12.04,111.29,2012.5,5.67,410.98,2014.0,10.0,31.0,2014-10-31
47.71,65.21,7.58,59.12,975.0,20.12,195.79,2014.0,11.0,1.0,2014-11-01
6.15,17.82,4.88,26.95,308.33,38.08,67.04,2014.0,11.0,2.0,2014-11-02
29.46,51.17,4.82,59.53,713.58,23.61,147.03,2014.0,11.0,3.0,2014-11-03
114.96,155.25,17.67,91.88,1462.5,11.17,308.91,2014.0,11.0,4.0,2014-11-04
65.21,77.08,10.5,51.96,995.83,30.54,205.19,2014.0,11.0,5.0,2014-11-05
9.54,20.71,3.54,25.62,383.33,42.67,80.9,2014.0,11.0,6.0,2014-11-06
48.71,69.46,13.52,59.6,1148.46,8.89,224.77,2014.0,11.0,7.0,2014-11-07
73.08,82.96,12.29,70.96,1487.5,16.79,290.6,2014.0,11.0,8.0,2014-11-08
58.83,66.04,5.42,70.92,933.33,15.71,191.71,2014.0,11.0,9.0,2014-11-09
72.75,81.08,7.58,86.25,1200.0,7.62,242.55,2014.0,11.0,10.0,2014-11-10
40.04,70.83,7.25,35.46,691.67,35.21,146.74,2014.0,11.0,11.0,2014-11-11
5.5,37.17,5.71,10.96,320.83,56.96,72.85,2014.0,11.0,12.0,2014-11-12
20.79,42.62,5.67,56.54,708.33,18.96,142.15,2014.0,11.0,13.0,2014-11-13
35.38,64.58,14.12,67.54,966.67,11.25,193.26,2014.0,11.0,14.0,2014-11-14
125.58,176.21,41.79,115.38,2300.0,2.04,460.17,2014.0,11.0,15.0,2014-11-15
74.88,101.46,21.25,73.96,1720.83,21.25,335.6,2014.0,11.0,16.0,2014-11-16
19.92,34.38,13.12,48.71,612.5,25.25,125.65,2014.0,11.0,17.0,2014-11-17
67.71,100.71,25.27,88.1,1448.46,5.06,289.22,2014.0,11.0,18.0,2014-11-18
259.33,318.17,48.88,157.72,3762.5,2.0,758.1,2014.0,11.0,19.0,2014-11-19
296.42,397.5,36.21,159.01,3825.0,4.31,786.41,2014.0,11.0,20.0,2014-11-20
194.04,241.83,20.79,119.79,2841.67,8.83,571.16,2014.0,11.0,21.0,2014-11-21
35.75,64.62,14.54,67.21,866.67,18.17,177.83,2014.0,11.0,22.0,2014-11-22
120.79,180.79,22.67,108.08,2354.17,2.0,464.75,2014.0,11.0,23.0,2014-11-23
81.21,110.62,11.62,85.1,1729.17,8.92,337.77,2014.0,11.0,24.0,2014-11-24
152.79,199.04,31.04,105.38,2412.5,5.12,484.31,2014.0,11.0,25.0,2014-11-25
252.62,311.5,40.25,145.62,3845.83,2.0,766.3,2014.0,11.0,26.0,2014-11-26
83.79,112.21,9.46,65.75,1316.67,15.75,267.27,2014.0,11.0,27.0,2014-11-27
86.12,154.58,22.42,88.71,1704.17,6.54,343.76,2014.0,11.0,28.0,2014-11-28
244.62,332.79,23.0,110.12,3595.83,2.0,718.06,2014.0,11.0,29.0,2014-11-29
91.38,238.67,12.21,46.5,1345.83,32.04,294.44,2014.0,11.0,30.0,2014-11-30
13.29,77.42,8.5,17.0,429.17,36.33,96.95,2014.0,12.0,1.0,2014-12-01
37.88,53.12,18.92,55.79,991.67,12.62,195.0,2014.0,12.0,2.0,2014-12-02
21.92,63.5,13.62,28.42,783.33,36.58,157.9,2014.0,12.0,3.0,2014-12-03
7.42,28.12,7.58,17.79,404.17,49.67,85.79,2014.0,12.0,4.0,2014-12-04
37.26,53.3,18.96,47.94,833.33,30.12,170.15,2014.0,12.0,5.0,2014-12-05
60.04,90.17,35.83,75.88,1683.33,8.67,325.65,2014.0,12.0,6.0,2014-12-06
45.5,72.71,30.46,55.12,1425.0,15.96,274.12,2014.0,12.0,7.0,2014-12-07
58.67,89.0,31.08,69.5,1212.5,11.25,245.33,2014.0,12.0,8.0,2014-12-08
256.29,324.0,69.0,129.17,5329.17,2.0,1018.27,2014.0,12.0,9.0,2014-12-09
123.54,231.08,34.58,65.68,2404.17,29.5,481.42,2014.0,12.0,10.0,2014-12-10
21.33,39.0,16.97,35.04,595.83,33.08,123.54,2014.0,12.0,11.0,2014-12-11
14.21,45.13,10.06,20.39,473.46,40.22,100.58,2014.0,12.0,12.0,2014-12-12
49.05,118.21,23.97,52.18,973.46,21.64,206.42,2014.0,12.0,13.0,2014-12-13
85.01,135.01,50.07,83.48,1859.41,8.78,370.29,2014.0,12.0,14.0,2014-12-14
84.63,140.84,27.67,49.47,1762.5,30.29,349.23,2014.0,12.0,15.0,2014-12-15
29.64,47.8,7.91,25.98,579.78,45.91,122.84,2014.0,12.0,16.0,2014-12-16
77.29,92.99,20.47,51.3,1095.05,41.91,229.84,2014.0,12.0,17.0,2014-12-17
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,18.0,2014-12-18
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,19.0,2014-12-19
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,20.0,2014-12-20
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,21.0,2014-12-21
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,22.0,2014-12-22
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,23.0,2014-12-23
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,24.0,2014-12-24
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,25.0,2014-12-25
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,26.0,2014-12-26
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,27.0,2014-12-27
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,28.0,2014-12-28
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,29.0,2014-12-29
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,12.0,30.0,2014-12-30
80.13,92.08,15.27,47.72,1032.09,52.0,219.88,2014.0,12.0,31.0,2014-12-31
38.17,61.0,21.54,49.12,969.29,24.17,193.88,2015.0,1.0,1.0,2015-01-01
59.17,83.88,34.42,69.46,1337.5,13.5,266.32,2015.0,1.0,2.0,2015-01-02
161.0,196.33,76.58,117.42,3558.33,2.25,685.32,2015.0,1.0,3.0,2015-01-03
189.79,221.58,82.92,128.42,4216.67,3.83,807.2,2015.0,1.0,4.0,2015-01-04
100.79,162.38,61.58,68.25,2891.67,26.54,551.87,2015.0,1.0,5.0,2015-01-05
28.79,55.12,24.21,38.21,837.5,24.92,168.12,2015.0,1.0,6.0,2015-01-06
52.75,75.79,36.54,65.58,1612.5,7.46,308.44,2015.0,1.0,7.0,2015-01-07
128.09,168.79,51.97,100.26,3235.96,4.26,614.89,2015.0,1.0,8.0,2015-01-08
75.96,97.67,44.08,68.5,1879.17,22.42,364.63,2015.0,1.0,9.0,2015-01-09
132.46,165.79,57.5,103.17,2891.67,10.0,560.1,2015.0,1.0,10.0,2015-01-10
29.08,46.0,14.42,41.21,812.5,30.83,162.34,2015.0,1.0,11.0,2015-01-11
117.62,139.17,44.0,83.08,2504.17,8.21,482.71,2015.0,1.0,12.0,2015-01-12
152.59,195.17,66.04,97.96,3112.5,5.04,604.88,2015.0,1.0,13.0,2015-01-13
202.33,227.46,67.21,113.88,3504.17,2.12,686.2,2015.0,1.0,14.0,2015-01-14
300.71,328.12,42.17,127.58,4825.0,2.25,937.64,2015.0,1.0,15.0,2015-01-15
100.08,113.75,13.17,36.08,2033.33,39.71,389.35,2015.0,1.0,16.0,2015-01-16
60.0,68.46,30.0,57.58,1404.17,24.75,274.16,2015.0,1.0,17.0,2015-01-17
63.75,104.98,39.9,52.56,1595.83,31.25,314.71,2015.0,1.0,18.0,2015-01-18
37.08,68.17,27.96,62.0,1354.17,21.29,261.78,2015.0,1.0,19.0,2015-01-19
79.12,108.5,51.38,80.21,2129.17,7.83,409.37,2015.0,1.0,20.0,2015-01-20
17.12,24.58,20.42,32.5,870.83,37.67,167.19,2015.0,1.0,21.0,2015-01-21
99.42,128.96,44.12,85.04,2179.17,10.67,424.56,2015.0,1.0,22.0,2015-01-22
186.08,218.21,68.21,122.04,3650.0,3.83,708.06,2015.0,1.0,23.0,2015-01-23
82.29,98.17,34.71,72.79,1950.0,10.33,374.72,2015.0,1.0,24.0,2015-01-24
107.0,110.58,18.0,53.38,1575.0,10.38,312.39,2015.0,1.0,25.0,2015-01-25
83.5,87.42,10.58,34.46,1737.5,32.42,330.98,2015.0,1.0,26.0,2015-01-26
18.88,22.59,15.52,28.39,890.12,40.1,169.27,2015.0,1.0,27.0,2015-01-27
29.29,32.21,17.46,49.29,1150.0,25.17,217.24,2015.0,1.0,28.0,2015-01-28
56.79,65.0,21.67,38.67,1266.67,32.42,246.87,2015.0,1.0,29.0,2015-01-29
27.59,40.93,16.1,21.76,640.12,53.9,133.4,2015.0,1.0,30.0,2015-01-30
28.92,45.71,20.42,42.88,820.83,29.96,164.79,2015.0,1.0,31.0,2015-01-31
69.08,90.58,49.92,73.5,1841.67,6.17,355.15,2015.0,2.0,1.0,2015-02-01
130.71,149.38,69.6,96.12,2894.29,15.82,559.32,2015.0,2.0,2.0,2015-02-02
105.29,114.12,39.38,75.33,2179.17,41.62,425.82,2015.0,2.0,3.0,2015-02-03
9.54,47.42,14.29,17.54,412.5,77.56,96.47,2015.0,2.0,4.0,2015-02-04
22.46,34.75,18.92,44.21,712.5,56.33,148.2,2015.0,2.0,5.0,2015-02-05
68.96,88.46,30.57,92.69,1809.41,28.92,353.17,2015.0,2.0,6.0,2015-02-06
11.96,35.38,15.67,22.0,512.5,83.46,113.5,2015.0,2.0,7.0,2015-02-07
20.88,33.5,18.38,26.71,550.0,71.39,120.14,2015.0,2.0,8.0,2015-02-08
99.29,123.29,49.42,88.0,1887.5,76.39,387.32,2015.0,2.0,9.0,2015-02-09
121.34,155.75,52.42,107.29,2520.83,36.31,498.99,2015.0,2.0,10.0,2015-02-10
46.67,74.04,25.58,45.33,1195.83,64.96,242.07,2015.0,2.0,11.0,2015-02-11
32.38,44.88,12.32,40.93,738.58,70.38,156.58,2015.0,2.0,12.0,2015-02-12
115.75,139.42,36.25,92.12,2220.83,49.64,442.34,2015.0,2.0,13.0,2015-02-13
225.92,245.17,63.67,128.88,3395.83,29.56,681.5,2015.0,2.0,14.0,2015-02-14
266.29,294.83,85.83,136.42,4745.83,8.71,922.98,2015.0,2.0,15.0,2015-02-15
107.33,146.5,38.25,56.04,2287.5,34.64,445.04,2015.0,2.0,16.0,2015-02-16
19.17,37.54,10.38,32.08,545.83,45.67,115.11,2015.0,2.0,17.0,2015-02-17
41.38,54.75,20.67,38.25,820.83,57.06,172.16,2015.0,2.0,18.0,2015-02-18
171.58,215.62,53.71,42.29,1312.5,48.04,307.29,2015.0,2.0,19.0,2015-02-19
118.21,118.21,13.38,44.04,1483.33,25.97,300.52,2015.0,2.0,20.0,2015-02-20
137.88,254.33,12.46,33.12,1545.83,35.04,336.44,2015.0,2.0,21.0,2015-02-21
38.0,318.0,5.04,14.67,358.33,64.51,133.09,2015.0,2.0,22.0,2015-02-22
53.29,124.12,26.79,35.79,766.67,51.17,176.3,2015.0,2.0,23.0,2015-02-23
150.67,235.62,42.67,68.08,2195.83,32.6,454.24,2015.0,2.0,24.0,2015-02-24
64.92,97.38,12.88,33.71,962.5,53.38,204.13,2015.0,2.0,25.0,2015-02-25
12.58,23.33,6.58,19.42,400.0,62.97,87.48,2015.0,2.0,26.0,2015-02-26
21.0,38.62,12.92,33.92,670.83,43.96,136.88,2015.0,2.0,27.0,2015-02-27
118.83,122.58,11.67,44.67,1216.67,24.31,256.46,2015.0,2.0,28.0,2015-02-28
29.75,81.75,10.88,39.71,700.0,53.08,152.53,2015.0,3.0,1.0,2015-03-01
60.55,104.5,20.88,51.62,1379.17,47.01,277.29,2015.0,3.0,2.0,2015-03-02
9.54,69.21,2.25,8.42,275.0,74.08,73.08,2015.0,3.0,3.0,2015-03-03
27.59,45.5,13.08,36.92,620.83,57.81,133.62,2015.0,3.0,4.0,2015-03-04
118.21,148.58,56.41,72.35,1723.46,41.22,360.04,2015.0,3.0,5.0,2015-03-05
201.17,224.83,67.62,91.1,2266.67,35.26,481.11,2015.0,3.0,6.0,2015-03-06
236.21,253.88,52.67,94.68,2429.17,42.51,518.19,2015.0,3.0,7.0,2015-03-07
125.21,141.29,31.33,59.64,1416.67,47.64,303.63,2015.0,3.0,8.0,2015-03-08
9.75,32.21,3.12,15.14,279.17,78.51,69.65,2015.0,3.0,9.0,2015-03-09
29.25,45.21,11.46,46.85,666.67,55.68,142.52,2015.0,3.0,10.0,2015-03-10
46.25,67.67,19.54,60.68,1033.33,47.93,212.57,2015.0,3.0,11.0,2015-03-11
86.14,109.81,24.53,76.01,1522.53,34.31,308.89,2015.0,3.0,12.0,2015-03-12
69.46,81.92,25.75,67.5,1329.17,44.25,269.68,2015.0,3.0,13.0,2015-03-13
102.54,131.58,43.67,91.71,2020.83,18.14,401.41,2015.0,3.0,14.0,2015-03-14
97.67,207.83,22.83,74.96,1629.17,49.62,347.01,2015.0,3.0,15.0,2015-03-15
205.33,299.62,35.46,96.71,2083.33,16.1,456.09,2015.0,3.0,16.0,2015-03-16
199.46,242.62,17.83,67.0,1829.17,54.62,401.78,2015.0,3.0,17.0,2015-03-17
42.88,85.83,12.5,46.21,691.67,66.76,157.64,2015.0,3.0,18.0,2015-03-18
88.96,214.88,14.12,83.79,1216.67,39.79,276.37,2015.0,3.0,19.0,2015-03-19
43.75,199.25,5.92,53.58,537.5,60.81,150.14,2015.0,3.0,20.0,2015-03-20
20.5,102.25,4.58,32.08,408.33,69.21,106.16,2015.0,3.0,21.0,2015-03-21
22.5,120.96,4.33,22.25,375.0,74.72,103.29,2015.0,3.0,22.0,2015-03-22
45.3,101.21,9.35,50.67,762.5,51.88,170.15,2015.0,3.0,23.0,2015-03-23
80.17,135.08,30.58,77.54,2004.17,52.39,396.66,2015.0,3.0,24.0,2015-03-24
121.54,173.96,42.75,86.0,1950.0,56.58,405.14,2015.0,3.0,25.0,2015-03-25
101.92,173.04,21.75,62.55,1104.17,83.01,257.74,2015.0,3.0,26.0,2015-03-26
101.58,157.04,25.7,58.46,1055.25,86.4,247.4,2015.0,3.0,27.0,2015-03-27
63.33,222.46,9.33,36.5,570.83,77.01,163.24,2015.0,3.0,28.0,2015-03-28
79.42,305.08,17.67,85.38,1179.17,49.33,286.01,2015.0,3.0,29.0,2015-03-29
154.75,353.71,27.92,88.17,1658.33,66.22,391.52,2015.0,3.0,30.0,2015-03-30
133.23,157.37,17.95,63.6,2054.78,47.09,412.34,2015.0,3.0,31.0,2015-03-31
56.54,72.13,4.1,59.64,748.46,47.53,164.73,2015.0,4.0,1.0,2015-04-01
34.38,35.43,2.08,29.04,745.83,72.29,153.17,2015.0,4.0,2.0,2015-04-02
32.04,40.96,6.08,34.46,620.83,96.14,138.42,2015.0,4.0,3.0,2015-04-03
63.71,75.0,8.08,39.46,670.83,114.58,161.94,2015.0,4.0,4.0,2015-04-04
55.83,98.5,3.46,38.92,495.83,72.1,127.44,2015.0,4.0,5.0,2015-04-05
22.04,33.38,2.21,16.88,245.83,80.17,66.75,2015.0,4.0,6.0,2015-04-06
36.42,56.22,6.8,34.79,474.53,66.89,112.61,2015.0,4.0,7.0,2015-04-07
99.0,138.08,14.71,59.79,895.83,48.33,209.29,2015.0,4.0,8.0,2015-04-08
163.25,188.5,19.71,68.54,1212.5,60.64,285.52,2015.0,4.0,9.0,2015-04-09
162.77,177.99,11.93,78.87,1158.33,55.61,274.25,2015.0,4.0,10.0,2015-04-10
144.5,158.5,17.33,56.62,1908.33,71.93,392.87,2015.0,4.0,11.0,2015-04-11
12.42,37.45,2.17,15.17,266.67,76.21,68.35,2015.0,4.0,12.0,2015-04-12
30.34,41.36,3.85,25.85,460.96,95.82,109.7,2015.0,4.0,13.0,2015-04-13
57.79,99.25,5.83,75.5,750.0,56.0,174.06,2015.0,4.0,14.0,2015-04-14
119.13,296.51,14.67,95.17,1262.65,48.35,306.08,2015.0,4.0,15.0,2015-04-15
51.71,152.17,3.33,16.38,768.97,91.92,180.75,2015.0,4.0,16.0,2015-04-16
85.42,201.62,21.21,65.92,633.33,61.72,178.2,2015.0,4.0,17.0,2015-04-17
145.42,296.08,26.96,110.21,1433.33,49.04,343.51,2015.0,4.0,18.0,2015-04-18
66.54,119.79,5.04,48.96,612.5,61.18,152.34,2015.0,4.0,19.0,2015-04-19
95.78,145.54,6.27,52.29,854.17,66.89,203.49,2015.0,4.0,20.0,2015-04-20
72.48,153.79,7.67,60.42,695.83,66.68,176.14,2015.0,4.0,21.0,2015-04-21
51.5,134.12,8.33,61.0,650.0,69.21,162.36,2015.0,4.0,22.0,2015-04-22
61.17,120.25,12.46,62.22,658.33,57.1,161.92,2015.0,4.0,23.0,2015-04-23
71.3,215.62,8.42,63.83,683.33,77.67,186.7,2015.0,4.0,24.0,2015-04-24
73.88,195.33,12.67,86.21,912.5,102.06,230.44,2015.0,4.0,25.0,2015-04-25
98.38,211.0,20.96,69.75,1120.83,128.08,274.83,2015.0,4.0,26.0,2015-04-26
82.26,149.46,10.27,55.8,944.29,101.15,223.87,2015.0,4.0,27.0,2015-04-27
44.17,72.0,4.33,46.5,695.83,95.46,159.72,2015.0,4.0,28.0,2015-04-28
119.79,157.58,11.17,62.42,1537.5,108.14,332.77,2015.0,4.0,29.0,2015-04-29
111.71,159.12,10.92,56.42,1050.0,126.75,252.49,2015.0,4.0,30.0,2015-04-30
132.46,152.12,12.08,63.79,1304.17,57.85,287.08,2015.0,5.0,1.0,2015-05-01
44.04,77.62,2.21,38.75,591.67,83.58,139.65,2015.0,5.0,2.0,2015-05-02
42.92,109.0,2.75,27.71,500.0,86.68,128.18,2015.0,5.0,3.0,2015-05-03
21.96,86.96,5.17,26.29,333.33,98.88,95.43,2015.0,5.0,4.0,2015-05-04
50.83,106.04,8.79,50.5,595.83,81.68,148.95,2015.0,5.0,5.0,2015-05-05
19.17,79.54,3.58,34.58,350.0,82.83,94.95,2015.0,5.0,6.0,2015-05-06
41.12,142.29,7.79,43.83,616.67,88.93,156.77,2015.0,5.0,7.0,2015-05-07
46.21,106.12,10.46,48.46,925.0,78.25,202.42,2015.0,5.0,8.0,2015-05-08
43.38,53.17,9.5,42.25,975.0,50.93,195.7,2015.0,5.0,9.0,2015-05-09
38.38,50.38,6.92,61.92,1270.83,28.92,242.89,2015.0,5.0,10.0,2015-05-10
25.92,31.42,2.04,40.21,829.17,51.89,163.44,2015.0,5.0,11.0,2015-05-11
30.8,81.38,3.99,48.9,771.91,75.7,168.78,2015.0,5.0,12.0,2015-05-12
67.08,156.42,6.39,81.3,831.79,81.31,204.05,2015.0,5.0,13.0,2015-05-13
20.17,80.75,5.29,36.92,320.83,86.79,91.79,2015.0,5.0,14.0,2015-05-14
23.62,54.5,3.21,33.46,387.5,91.72,99.0,2015.0,5.0,15.0,2015-05-15
48.12,107.33,9.62,57.29,725.0,103.62,175.16,2015.0,5.0,16.0,2015-05-16
130.96,192.92,14.08,48.92,1158.33,119.18,277.4,2015.0,5.0,17.0,2015-05-17
61.25,101.04,2.38,42.12,537.5,75.12,136.57,2015.0,5.0,18.0,2015-05-18
18.38,60.71,2.46,17.04,158.33,84.81,56.96,2015.0,5.0,19.0,2015-05-19
29.92,47.17,3.42,24.5,225.0,95.42,70.9,2015.0,5.0,20.0,2015-05-20
41.79,97.42,7.67,55.25,491.67,92.97,131.13,2015.0,5.0,21.0,2015-05-21
62.04,106.33,14.38,63.33,837.5,116.96,200.09,2015.0,5.0,22.0,2015-05-22
103.04,163.71,19.79,77.54,1066.67,144.18,262.49,2015.0,5.0,23.0,2015-05-23
122.58,186.42,15.5,76.42,1304.17,139.21,307.38,2015.0,5.0,24.0,2015-05-24
100.08,187.83,21.04,56.5,1145.83,163.26,279.09,2015.0,5.0,25.0,2015-05-25
83.29,166.96,16.46,42.17,862.5,172.08,223.91,2015.0,5.0,26.0,2015-05-26
99.29,154.67,9.12,37.75,862.5,176.06,223.23,2015.0,5.0,27.0,2015-05-27
112.71,146.29,19.42,41.83,1104.17,164.62,264.84,2015.0,5.0,28.0,2015-05-28
66.04,111.62,4.67,56.83,925.0,97.68,210.31,2015.0,5.0,29.0,2015-05-29
61.67,107.79,6.58,49.04,808.33,115.12,191.42,2015.0,5.0,30.0,2015-05-30
56.88,114.38,13.83,53.88,879.17,131.22,208.23,2015.0,5.0,31.0,2015-05-31
101.58,190.71,7.29,65.33,1095.83,143.0,267.29,2015.0,6.0,1.0,2015-06-01
36.46,54.12,4.33,29.88,591.67,87.31,133.96,2015.0,6.0,2.0,2015-06-02
37.71,110.04,7.46,41.83,487.5,99.04,130.6,2015.0,6.0,3.0,2015-06-03
53.63,90.25,5.72,57.8,2990.12,72.99,545.08,2015.0,6.0,4.0,2015-06-04
45.75,74.92,4.43,52.6,3048.46,102.76,554.82,2015.0,6.0,5.0,2015-06-05
25.17,46.88,2.58,32.92,2725.0,102.35,489.15,2015.0,6.0,6.0,2015-06-06
11.96,32.04,2.62,37.62,2400.0,64.25,424.75,2015.0,6.0,7.0,2015-06-07
16.17,46.92,4.5,41.79,408.33,77.1,99.14,2015.0,6.0,8.0,2015-06-08
59.67,96.5,16.29,61.54,1154.17,105.04,248.87,2015.0,6.0,9.0,2015-06-09
64.05,79.51,8.7,46.32,1121.91,81.06,233.59,2015.0,6.0,10.0,2015-06-10
38.39,32.0,7.52,37.47,540.12,67.97,120.58,2015.0,6.0,11.0,2015-06-11
61.87,19.88,8.88,28.08,298.46,84.14,83.55,2015.0,6.0,12.0,2015-06-12
10.33,29.46,8.29,26.67,429.17,90.38,99.05,2015.0,6.0,13.0,2015-06-13
19.75,39.08,8.38,41.33,433.33,98.26,106.69,2015.0,6.0,14.0,2015-06-14
102.34,129.18,19.56,57.72,1507.87,130.09,324.46,2015.0,6.0,15.0,2015-06-15
111.92,152.29,13.79,69.61,1166.67,147.39,276.94,2015.0,6.0,16.0,2015-06-16
43.67,60.46,2.0,52.46,716.67,122.29,166.26,2015.0,6.0,17.0,2015-06-17
21.54,30.46,2.04,37.88,341.67,79.01,85.43,2015.0,6.0,18.0,2015-06-18
18.08,41.67,2.38,40.5,445.83,55.62,100.68,2015.0,6.0,19.0,2015-06-19
21.88,36.67,2.0,41.38,433.33,105.51,106.8,2015.0,6.0,20.0,2015-06-20
46.29,83.29,4.17,49.21,454.17,138.21,129.22,2015.0,6.0,21.0,2015-06-21
93.75,127.67,18.21,46.67,983.33,152.22,236.98,2015.0,6.0,22.0,2015-06-22
197.79,215.29,17.38,48.0,1625.0,162.21,377.61,2015.0,6.0,23.0,2015-06-23
116.29,129.92,11.64,54.68,931.79,80.45,220.8,2015.0,6.0,24.0,2015-06-24
122.38,139.54,7.38,74.79,891.67,64.33,216.68,2015.0,6.0,25.0,2015-06-25
103.21,103.21,2.0,27.83,712.5,154.64,183.9,2015.0,6.0,26.0,2015-06-26
90.75,93.21,4.0,38.54,616.67,111.46,159.1,2015.0,6.0,27.0,2015-06-27
153.54,153.54,10.0,39.25,958.33,130.97,240.94,2015.0,6.0,28.0,2015-06-28
118.93,119.72,8.49,55.51,1144.9,55.82,250.56,2015.0,6.0,29.0,2015-06-29
13.08,21.79,2.0,36.29,562.5,67.47,117.19,2015.0,6.0,30.0,2015-06-30
19.04,43.38,2.83,45.12,570.83,53.75,122.49,2015.0,7.0,1.0,2015-07-01
8.21,18.12,4.42,36.0,308.33,64.06,73.19,2015.0,7.0,2.0,2015-07-02
34.46,74.17,12.62,44.08,1020.83,104.29,215.08,2015.0,7.0,3.0,2015-07-03
32.08,63.92,7.62,59.12,708.33,66.81,156.31,2015.0,7.0,4.0,2015-07-04
65.79,78.25,13.92,46.58,1037.5,136.67,229.78,2015.0,7.0,5.0,2015-07-05
71.42,85.21,11.75,47.39,1108.33,143.95,244.68,2015.0,7.0,6.0,2015-07-06
70.42,91.58,8.12,45.93,833.33,140.6,198.33,2015.0,7.0,7.0,2015-07-07
127.96,144.92,8.79,51.25,1129.17,143.81,267.65,2015.0,7.0,8.0,2015-07-08
78.38,93.72,10.34,58.87,828.7,119.67,198.28,2015.0,7.0,9.0,2015-07-09
54.83,91.04,10.38,43.0,654.17,148.68,167.02,2015.0,7.0,10.0,2015-07-10
